ensembl_gene_id gene_symbol entrezgene_id
ENSRNOG00000057690 LOC100912489 364723
ENSRNOG00000057690 Hist2h4a 364723
ENSRNOG00000057690 Hist1h4b 364723
ENSRNOG00000057690 LOC100360950 364723
ENSRNOG00000057690 RGD1562378 291152
ENSRNOG00000057690 Hist2h4 291152
ENSRNOG00000057690 Hist1h4m 291152
ENSRNOG00000057690 Hist1h2ao 291152
ENSRNOG00000057690 LOC100912564 291152
ENSRNOG00000057690 LOC100912489 291152
ENSRNOG00000057690 Hist2h4a 291152
ENSRNOG00000057690 Hist1h4b 291152
ENSRNOG00000057690 LOC100360950 291152
ENSRNOG00000025689 Abhd1 313917
ENSRNOG00000049646 LOC103694516 103694516
ENSRNOG00000012866 Nek8 287473
ENSRNOG00000052406 LOC102552527 102552527
ENSRNOG00000020423 Apc 24205
ENSRNOG00000011014 Copg2 301742
ENSRNOG00000027264 Dagla 309207
ENSRNOG00000017841 Psme3ip1 307652
ENSRNOG00000006720 Rnpep 81761
ENSRNOG00000008256 Mrpl38 303685
ENSRNOG00000048922 LOC100909664 100909664
ENSRNOG00000005180 Vstm2a 689106
ENSRNOG00000058809 Olr1320 300621
ENSRNOG00000016595 Hhex 79237
ENSRNOG00000030600 Olr1448 287336
ENSRNOG00000019020 Bbs2 113948
ENSRNOG00000020380 Lgals7 29518
ENSRNOG00000013265 Tgfbr2 81810
ENSRNOG00000012131 Il9 116558
ENSRNOG00000015919 Olr109 405298
ENSRNOG00000011078 LOC100912604 84596
ENSRNOG00000011078 Srm 84596
ENSRNOG00000010558 Ppif 282819
ENSRNOG00000015994 Cd3d 25710
ENSRNOG00000018692 Mc4r 25635
ENSRNOG00000017800 Foxc1 364706
ENSRNOG00000005353 Rybp 312603
ENSRNOG00000046455 LOC100911224 100359821
ENSRNOG00000046455 Zik1 100359821
ENSRNOG00000046455 LOC100911224 100911224
ENSRNOG00000046455 Zik1 100911224
ENSRNOG00000005871 Il1rn 60582
ENSRNOG00000030962 RGD1564937 500995
ENSRNOG00000026430 Trim58 303167
ENSRNOG00000025055 Zdhhc19 288045
ENSRNOG00000006231 Ptpro 50677
ENSRNOG00000045656 Wfdc13 100365199
ENSRNOG00000012166 Adal 311352
ENSRNOG00000053618 Olr1646 290202
ENSRNOG00000046791 Sh3rf3 294557
ENSRNOG00000028648 Olig1 60394
ENSRNOG00000029501 Hoga1 293949
ENSRNOG00000007926 Map2k5 29568
ENSRNOG00000061832 Slc35a3 310808
ENSRNOG00000016753 Slc14a1 54301
ENSRNOG00000022548 Prss38 287358
ENSRNOG00000017279 Tmem50a 298552
ENSRNOG00000023116 Agmo 362732
ENSRNOG00000009708 Tas1r1 29407
ENSRNOG00000010379 Celf1 362160
ENSRNOG00000011750 Fam180a 362336
ENSRNOG00000012284 Khdrbs2 170843
ENSRNOG00000016681 Mc2r 282839
ENSRNOG00000002304 Tnfrsf13b 103693341
ENSRNOG00000014807 Spint5p 408232
ENSRNOG00000017564 Mib2 474147
ENSRNOG00000011498 Psip1 313323
ENSRNOG00000008466 Lbx2 103692168
ENSRNOG00000008466 LOC103692168 103692168
ENSRNOG00000056251 Ifnl1 100911249
ENSRNOG00000000405 Vgll2 309772
ENSRNOG00000058856 Tslp 688621
ENSRNOG00000028288 Clrn3 309082
ENSRNOG00000000565 Sgpl1 286896
ENSRNOG00000011261 Ttc14 310314
ENSRNOG00000043402 Cldn34d 680370
ENSRNOG00000019978 Parg 83507
ENSRNOG00000005662 Grm7 81672
ENSRNOG00000016409 Cetn1 84592
ENSRNOG00000053550 Itga1 25118
ENSRNOG00000017918 Iglon5 308557
ENSRNOG00000019215 LOC100911730 100911730
ENSRNOG00000019215 Cd151 100911730
ENSRNOG00000019215 LOC100911730 64315
ENSRNOG00000019215 Cd151 64315
ENSRNOG00000048109 LOC100365839 100365839
ENSRNOG00000013222 Cd207 502852
ENSRNOG00000013742 Large1 361368
ENSRNOG00000038160 Eif2b5 192234
ENSRNOG00000015743 Rfpl4a 292583
ENSRNOG00000024967 Uqcrb 362897
ENSRNOG00000042271 Ubb 192255
ENSRNOG00000000587 Rpf2 294436
ENSRNOG00000011566 Cecr2 500308
ENSRNOG00000036683 Sirt7 303745
ENSRNOG00000057644 LOC103694488 103694488
ENSRNOG00000043404 Uroc1 685999
ENSRNOG00000030022 Myo3b 366069
ENSRNOG00000002254 Tmem33 59303
ENSRNOG00000001632 Brwd1 304061
ENSRNOG00000018985 Grk2 25238
ENSRNOG00000009020 Tsta3 300036
ENSRNOG00000031246 Olr1442 405051
ENSRNOG00000024880 Ovol3 365226
ENSRNOG00000020212 Prr35 302999
ENSRNOG00000005281 Stx16 362283
ENSRNOG00000028041 Tnnt1 171409
ENSRNOG00000012560 Ctag2 501655
ENSRNOG00000033823 Ifna4 298205
ENSRNOG00000004901 Slc4a1ap 298805
ENSRNOG00000002898 Nme7 171566
ENSRNOG00000028302 Smarcb1 361825
ENSRNOG00000028302 LOC103694876 361825
ENSRNOG00000029046  100912059
ENSRNOG00000049014 Zscan5b 292566
ENSRNOG00000051891 RGD1562378 100912564
ENSRNOG00000051891 Hist2h4 100912564
ENSRNOG00000051891 Hist1h4m 100912564
ENSRNOG00000051891 Hist1h2ao 100912564
ENSRNOG00000051891 LOC100912564 100912564
ENSRNOG00000051891 LOC100912489 100912564
ENSRNOG00000051891 Hist2h4a 100912564
ENSRNOG00000051891 Hist1h4b 100912564
ENSRNOG00000051891 RGD1562378 102551184
ENSRNOG00000051891 Hist2h4 102551184
ENSRNOG00000051891 Hist1h4m 102551184
ENSRNOG00000051891 Hist1h2ao 102551184
ENSRNOG00000051891 LOC100912564 102551184
ENSRNOG00000051891 LOC100912489 102551184
ENSRNOG00000051891 Hist2h4a 102551184
ENSRNOG00000051891 Hist1h4b 102551184
ENSRNOG00000051891 RGD1562378 502913
ENSRNOG00000051891 Hist2h4 502913
ENSRNOG00000051891 Hist1h4m 502913
ENSRNOG00000051891 Hist1h2ao 502913
ENSRNOG00000051891 LOC100912564 502913
ENSRNOG00000051891 LOC100912489 502913
ENSRNOG00000051891 Hist2h4a 502913
ENSRNOG00000051891 Hist1h4b 502913
ENSRNOG00000051891 RGD1562378 364723
ENSRNOG00000051891 Hist2h4 364723
ENSRNOG00000051891 Hist1h4m 364723
ENSRNOG00000051891 Hist1h2ao 364723
ENSRNOG00000051891 LOC100912564 364723
ENSRNOG00000051891 LOC100912489 364723
ENSRNOG00000051891 Hist2h4a 364723
ENSRNOG00000051891 Hist1h4b 364723
ENSRNOG00000016984 Atg13 362164
ENSRNOG00000019926 Ramp1 58965
ENSRNOG00000033609 Irx1 306659
ENSRNOG00000003110 Mageb5 302442
ENSRNOG00000030927 Grid2ip 288484
ENSRNOG00000009965 Pih1d2 315645
ENSRNOG00000054896 Pex13 305581
ENSRNOG00000007184 RGD1305298 103690170
ENSRNOG00000007184 LOC103690170 103690170
ENSRNOG00000007184 RGD1305298 299330
ENSRNOG00000007184 LOC103690170 299330
ENSRNOG00000049780 Sri 683667
ENSRNOG00000015160 Gem 297902
ENSRNOG00000037081 LOC499886 499886
ENSRNOG00000023557 Mab21l4 501185
ENSRNOG00000058976 LOC685321 685321
ENSRNOG00000001976 Tmprss2 156435
ENSRNOG00000025025 Dnttip2 100910753
ENSRNOG00000004000 Tefm 287554
ENSRNOG00000002097 Rasl11b 305302
ENSRNOG00000000396 Ddx50 361848
ENSRNOG00000023034 Tex43 498870
ENSRNOG00000012302 Gucy1a1 497757
ENSRNOG00000012799 Prkaa1 65248
ENSRNOG00000016156 Nptxr 81005
ENSRNOG00000059480 Supt20h 361946
ENSRNOG00000010694 Tpbg 83684
ENSRNOG00000050572 Vom2r62 501816
ENSRNOG00000050572 Vom2r62 501815
ENSRNOG00000009175 Jagn1 502872
ENSRNOG00000019729 Jmjd8 360498
ENSRNOG00000016116 Hoxc12 300262
ENSRNOG00000047204 Gp6 684555
ENSRNOG00000001943 Retnlg 288135
ENSRNOG00000018501 Olr47 293189
ENSRNOG00000033956  100361902
ENSRNOG00000011729 Nxf2 308653
ENSRNOG00000012307 Mybpc3 295929
ENSRNOG00000022766 Ccdc89 100911776
ENSRNOG00000022766 LOC100911776 100911776
ENSRNOG00000022766 Ccdc89 293107
ENSRNOG00000022766 LOC100911776 293107
ENSRNOG00000018854 Nppc 114593
ENSRNOG00000014887 Homez 260325
ENSRNOG00000011718 C1rl 408246
ENSRNOG00000023129 Mfsd9 316356
ENSRNOG00000022911 Hjurp 316602
ENSRNOG00000050827 NEWGENE_1310561 108348109
ENSRNOG00000050827 Pdcd5 108348109
ENSRNOG00000050827 NEWGENE_1310561 292814
ENSRNOG00000050827 Pdcd5 292814
ENSRNOG00000004317 Vipr2 29555
ENSRNOG00000022466 Chchd4 100361898
ENSRNOG00000022466 LOC100361898 100361898
ENSRNOG00000022466 Chchd4 312559
ENSRNOG00000022466 LOC100361898 312559
ENSRNOG00000020067 Rab40c 359728
ENSRNOG00000011649 Epb42 362202
ENSRNOG00000004928 Sntg2 298936
ENSRNOG00000038322 LOC500684 500684
ENSRNOG00000011804 Stx12 65033
ENSRNOG00000009289 Galk2 296117
ENSRNOG00000016227 Glrx3 58815
ENSRNOG00000020777 Zfp382 246264
ENSRNOG00000004183 Ccdc59 314799
ENSRNOG00000049846 Mir344g 102465154
ENSRNOG00000026582 RGD1310212 299557
ENSRNOG00000032693 LOC498155 498155
ENSRNOG00000037898 LOC100912028 100912028
ENSRNOG00000018118 Atad3a 298682
ENSRNOG00000002906 Nr1i2 84385
ENSRNOG00000046546 LOC103689954 103689954
ENSRNOG00000023968 Fancf 499155
ENSRNOG00000016249 Cep85 362622
ENSRNOG00000013653 Pdlim7 286908
ENSRNOG00000059092 Olr154 365333
ENSRNOG00000006513 Borcs6 497934
ENSRNOG00000020753 Bnip1 140932
ENSRNOG00000010121 Lef1 161452
ENSRNOG00000024947 Fabp2 25598
ENSRNOG00000008759 Csf3r 298518
ENSRNOG00000033805 Klk15 102553035
ENSRNOG00000033805 LOC102553035 102553035
ENSRNOG00000033805 Klk15 292873
ENSRNOG00000033805 LOC102553035 292873
ENSRNOG00000049437 Gpc1 58920
ENSRNOG00000049237 Gpr68 102553138
ENSRNOG00000049237 LOC102553138 102553138
ENSRNOG00000022146 Hist1h2af 498753
ENSRNOG00000018895 Mchr1 83567
ENSRNOG00000035623 Mir34a 100314015
ENSRNOG00000008533 Ago2 59117
ENSRNOG00000022054 Paqr7 313615
ENSRNOG00000004682 Parpbp 100310874
ENSRNOG00000042660 LOC685081 685081
ENSRNOG00000015615 Tnfrsf11a 498206
ENSRNOG00000029360 Serinc1 294421
ENSRNOG00000018611 Tpsb2 29268
ENSRNOG00000015229 Zc3h4 678741
ENSRNOG00000024536  361341
ENSRNOG00000060305  100912019
ENSRNOG00000060305  102554389
ENSRNOG00000025554 Zfp445 301076
ENSRNOG00000021042 Psmd4 83499
ENSRNOG00000022964 Rnf222 363627
ENSRNOG00000053205 Gabpa 363735
ENSRNOG00000017558 Tubb2a 498736
ENSRNOG00000020596 Dmac2 361520
ENSRNOG00000049279 Klk1c8 103690048
ENSRNOG00000049279 LOC103690048 103690048
ENSRNOG00000049279 Klk1c8 292866
ENSRNOG00000049279 LOC103690048 292866
ENSRNOG00000058308 Asic2 25364
ENSRNOG00000030807 LOC100912427 100912427
ENSRNOG00000015910 Lmntd1 500362
ENSRNOG00000010134 Acot2 192272
ENSRNOG00000014775 Nol4 307553
ENSRNOG00000035537 Mir423 100314264
ENSRNOG00000029470 LOC685619 685619
ENSRNOG00000035499 Mir124-2 100314024
ENSRNOG00000050694 Olr1421 405057
ENSRNOG00000001270 Hvcn1 304485
ENSRNOG00000012301 Cfap161 308794
ENSRNOG00000052840 Tanc2 303599
ENSRNOG00000037155 Vom2r51 502891
ENSRNOG00000000401 Gprc6a 294394
ENSRNOG00000007203 Psmc6 289990
ENSRNOG00000023496 Fam189a1 680344
ENSRNOG00000048901 LOC103690048 103690048
ENSRNOG00000036266 Mir455 100314205
ENSRNOG00000009284 Foxa1 25098
ENSRNOG00000010597 Slc5a7 85426
ENSRNOG00000040385 Mir760 100314118
ENSRNOG00000016374 Fgfr2 25022
ENSRNOG00000018724 Znf474 498866
ENSRNOG00000018724 Zfp474 498866
ENSRNOG00000018724 Znf474 307310
ENSRNOG00000018724 Zfp474 307310
ENSRNOG00000009430 Gnl2 362593
ENSRNOG00000049332 Olr483 404888
ENSRNOG00000058478 Mapk8ip1 116457
ENSRNOG00000028403 Ptcd2 310025
ENSRNOG00000021176 Mtmr11 689613
ENSRNOG00000003551 B4galt3 494342
ENSRNOG00000049819 Dnajc19 502525
ENSRNOG00000012584 Aamdc 361606
ENSRNOG00000026964 Gas8 361438
ENSRNOG00000035546 Mir421 100314066
ENSRNOG00000002389 Morf4l2 317413
ENSRNOG00000049689 Smim18 100909793
ENSRNOG00000031146 Slco6d1 367321
ENSRNOG00000018881 Rnasek 287453
ENSRNOG00000060271 Vom1r11 103690997
ENSRNOG00000060271 LOC108348087 103690997
ENSRNOG00000060271 Vom1r11 108348087
ENSRNOG00000060271 LOC108348087 108348087
ENSRNOG00000026211 Mri1 288912
ENSRNOG00000029865 Prss56 363274
ENSRNOG00000011936 Abhd14a 300982
ENSRNOG00000045670 Tnfsf12 360548
ENSRNOG00000014485 Pdcd6 308061
ENSRNOG00000019907 Nfkbie 316241
ENSRNOG00000008482 Rbms1 362138
ENSRNOG00000053309 Tubd1 287592
ENSRNOG00000016311 Slc6a2 83511
ENSRNOG00000018282 Gda 83585
ENSRNOG00000016390 Eef1e1 291057
ENSRNOG00000049200 Vom2r50 500312
ENSRNOG00000002916 Ca4 29242
ENSRNOG00000025274 Hexb 294673
ENSRNOG00000017253 Ccdc107 313496
ENSRNOG00000012723 Trim55 365751
ENSRNOG00000046955 Cbx6 315136
ENSRNOG00000004520 Wdr60 314523
ENSRNOG00000017137 Eef1akmt2 361664
ENSRNOG00000006345 Sec61b 298068
ENSRNOG00000010992 Hspb3 78951
ENSRNOG00000029330 Ca5b 302669
ENSRNOG00000021209 Polr3gl 690254
ENSRNOG00000008499 Olr1064 405966
ENSRNOG00000008499 LOC100910928 405966
ENSRNOG00000035479 Mir339 100314146
ENSRNOG00000038297 Plekhd1 500685
ENSRNOG00000014702 Elovl2 498728
ENSRNOG00000053023 Taz 363521
ENSRNOG00000005104 Sppl2c 287753
ENSRNOG00000023778 Gcnt2 306860
ENSRNOG00000049855  102554637
ENSRNOG00000049242 Olr921 108348036
ENSRNOG00000049242 LOC108348036 108348036
ENSRNOG00000049242 Olr921 366798
ENSRNOG00000049242 LOC108348036 366798
ENSRNOG00000004875 Ccer1 500825
ENSRNOG00000018778 Cadm1 363058
ENSRNOG00000027360 Srsf7 362687
ENSRNOG00000029930 Olr1406 405064
ENSRNOG00000058204 Vom1r83 494301
ENSRNOG00000004706 Vit 313831
ENSRNOG00000019106 Rps17 29286
ENSRNOG00000058578 LOC102555758 102555758
ENSRNOG00000016417 Zfp136 291802
ENSRNOG00000037524 Adam6a 192271
ENSRNOG00000049511  301126
ENSRNOG00000028733 Prkar1b 25521
ENSRNOG00000006440 Ift27 300062
ENSRNOG00000055596 Csn1s1 24284
ENSRNOG00000028386 RGD1564162 499421
ENSRNOG00000028386 LOC103694873 499421
ENSRNOG00000000376 Tmem167b 108349010
ENSRNOG00000000376 LOC108349010 108349010
ENSRNOG00000005747 Il27ra 288905
ENSRNOG00000007666 Cacnb4 58942
ENSRNOG00000027590 Jakmip3 365380
ENSRNOG00000036921 LOC100364435 100364435
ENSRNOG00000036921 Tmsb10 100364435
ENSRNOG00000012786 Pgrmc1 291948
ENSRNOG00000027234 Zfp367 306695
ENSRNOG00000022084 Sox14 300954
ENSRNOG00000047331 LOC687896 687896
ENSRNOG00000028196 Mgme1 296200
ENSRNOG00000054493 Rpph1 29536
ENSRNOG00000049574 Mir3102 102465153
ENSRNOG00000032780 Mrpl58 303673
ENSRNOG00000013927 Jag2 29147
ENSRNOG00000039086 Ccdc153 300663
ENSRNOG00000029512 LOC100361854 100361756
ENSRNOG00000029512 LOC100361854 100361854
ENSRNOG00000028047 Mecr 29470
ENSRNOG00000010446 Ccdc182 689962
ENSRNOG00000025071 Qrich1 301004
ENSRNOG00000019961 Tcte1 316242
ENSRNOG00000049700 Cda 100909857
ENSRNOG00000049700 LOC100909857 100909857
ENSRNOG00000017787 Ripk1 306886
ENSRNOG00000057332  103690563
ENSRNOG00000017260 Cdr2 308958
ENSRNOG00000015212 Hspa14 307133
ENSRNOG00000021266 Prokr2 192649
ENSRNOG00000011616 Slc26a5 83819
ENSRNOG00000007447 Pla2g4b 311341
ENSRNOG00000049975 Zfp46 298558
ENSRNOG00000013669 Pik3r4 363131
ENSRNOG00000009195 Tnks1bp1 295707
ENSRNOG00000031111 Spag11bl 100362580
ENSRNOG00000031111 Spag11bl 652998
ENSRNOG00000011621 LOC100911576 100911576
ENSRNOG00000011621 Hnrnpc 100911576
ENSRNOG00000011621 LOC100911576 290046
ENSRNOG00000011621 Hnrnpc 290046
ENSRNOG00000018671 Commd4 363068
ENSRNOG00000058827 Six2 366542
ENSRNOG00000003078 Dcaf6 289181
ENSRNOG00000049203 Pex5 312703
ENSRNOG00000049203 LOC103690024 312703
ENSRNOG00000000247 Mfsd11 360667
ENSRNOG00000030328 Fam98a 313873
ENSRNOG00000000521 Cdkn1a 114851
ENSRNOG00000017459 C1ql3 680404
ENSRNOG00000030682 Calhm1 499367
ENSRNOG00000009197 Asb4 500017
ENSRNOG00000019461 Zbtb3 499313
ENSRNOG00000010484 Zdhhc21 298184
ENSRNOG00000020175 Rnf121 308871
ENSRNOG00000017114 Synj2 84018
ENSRNOG00000033697 Casp4 114555
ENSRNOG00000012026 Psmc2 25581
ENSRNOG00000001003 Trappc5 363858
ENSRNOG00000052275 H2az2 685909
ENSRNOG00000043487 RGD1560171 367949
ENSRNOG00000012975 Ggcx 81716
ENSRNOG00000026420 Iqcg 363796
ENSRNOG00000017980 Itgal 308995
ENSRNOG00000009350 Sez6 192247
ENSRNOG00000028323 Dhrsx 288525
ENSRNOG00000032871 Mlc1 315215
ENSRNOG00000021130 Abcc8 25559
ENSRNOG00000018905 Armc4 307036
ENSRNOG00000050823 LOC100910127 100910127
ENSRNOG00000054976 Olr1654 60451
ENSRNOG00000058476 Mast2 313819
ENSRNOG00000016412 Fxyd6 63847
ENSRNOG00000018543 Atp4b 24217
ENSRNOG00000036413 Mir328 100314218
ENSRNOG00000011060 Unc119 29402
ENSRNOG00000037998 Snw1 500695
ENSRNOG00000033217 Esam 300519
ENSRNOG00000022955 Vom2r75 286986
ENSRNOG00000005691 Rnf32 311936
ENSRNOG00000000936 Stx2 25130
ENSRNOG00000006094 Cd44 25406
ENSRNOG00000029286 Hbe1 293267
ENSRNOG00000046797 Rpusd2 311326
ENSRNOG00000046797 LOC100911166 311326
ENSRNOG00000018051 Farp2 316639
ENSRNOG00000020144 RGD1310127 361654
ENSRNOG00000008825 Ssrp1 81785
ENSRNOG00000004910 Eif2d 498225
ENSRNOG00000003453 Lypd1 360838
ENSRNOG00000049064 Olr1135 103693022
ENSRNOG00000049064 LOC103693022 103693022
ENSRNOG00000049064 Olr1135 405177
ENSRNOG00000049064 LOC103693022 405177
ENSRNOG00000019296 Gnat2 365901
ENSRNOG00000014059 Odf2l 685425
ENSRNOG00000020991 Ms4a6a 361735
ENSRNOG00000022937 Bpifc 299685
ENSRNOG00000018969 Gpatch4 295228
ENSRNOG00000008613 Gatad1 500005
ENSRNOG00000042029 Efs 290212
ENSRNOG00000010094 Kcnmb2 294961
ENSRNOG00000020342 Samd11 102549710
ENSRNOG00000018648 Mppe1 361344
ENSRNOG00000013553 Ngrn 499191
ENSRNOG00000055064 LOC102551636 102551636
ENSRNOG00000025285 Gfm2 294672
ENSRNOG00000054172 Ctnnb1 84353
ENSRNOG00000061182 Gabre 65191
ENSRNOG00000014092 Paip2b 312490
ENSRNOG00000021364 LOC691311 691311
ENSRNOG00000011112 Fam161b 314311
ENSRNOG00000006199 Crppa 493574
ENSRNOG00000008728 Unc79 314401
ENSRNOG00000031521 Cldn24 502083
ENSRNOG00000013269 Tnfsf10 246775
ENSRNOG00000012559 Man1b1 499751
ENSRNOG00000011500 Pou2af1 690528
ENSRNOG00000047057 Gpr26 192153
ENSRNOG00000049128 Nktr 100364165
ENSRNOG00000014600 Cib3 685723
ENSRNOG00000028658 Olig2 304103
ENSRNOG00000027246 LOC100911668 100911668
ENSRNOG00000027246 Hoxa10 100911668
ENSRNOG00000061714 Slc14a2 54302
ENSRNOG00000053231 Chchd10 103694872
ENSRNOG00000053231 LOC103694872 103694872
ENSRNOG00000010532 Abitram 298018
ENSRNOG00000058513  684355
ENSRNOG00000018784 Jph3 307916
ENSRNOG00000046021 LOC108348172 108348172
ENSRNOG00000046021 LOC108348172 246333
ENSRNOG00000052510 Wnt10a 316527
ENSRNOG00000043377 Fdps 83791
ENSRNOG00000024413 Neurog3 60329
ENSRNOG00000051482 Hmg1l1 679571
ENSRNOG00000010038 Psmc5 81827
ENSRNOG00000019931 Map3k21 307950
ENSRNOG00000037680 Skint8 689792
ENSRNOG00000002757 Tada2a 360581
ENSRNOG00000009206 Fezf2 305719
ENSRNOG00000048771 RGD1559482 498022
ENSRNOG00000048771 RGD1559482 287813
ENSRNOG00000019572 Lsm4 290647
ENSRNOG00000024712 Insc 293166
ENSRNOG00000005564 Ubn2 312248
ENSRNOG00000007601 Inhbe 83711
ENSRNOG00000048946 Olr1137 100911893
ENSRNOG00000048946 LOC100911893 100911893
ENSRNOG00000019930 Rhot2 287156
ENSRNOG00000016849 Ppp2r5d 363193
ENSRNOG00000020847 Elp6 363150
ENSRNOG00000012821 Cnmd 81512
ENSRNOG00000008951 Rasl10a 364190
ENSRNOG00000051447 Ly49s4 494195
ENSRNOG00000016871 LOC103694085 286889
ENSRNOG00000016871 Prl8a5 286889
ENSRNOG00000016871 Prl8a4 286889
ENSRNOG00000016871 LOC103694085 59088
ENSRNOG00000016871 Prl8a5 59088
ENSRNOG00000016871 Prl8a4 59088
ENSRNOG00000050275 LOC100912399 100912399
ENSRNOG00000020239 Capn15 303000
ENSRNOG00000024779 Polr2b 289561
ENSRNOG00000006963 Ctse 25424
ENSRNOG00000015609 Wdr27 308222
ENSRNOG00000008399 Dcaf4 362762
ENSRNOG00000031174 Arnt 25242
ENSRNOG00000023397 LOC100911104 100911104
ENSRNOG00000023397 Ly6c 100911104
ENSRNOG00000018343 Isca1 290985
ENSRNOG00000050052 Cox19 304330
ENSRNOG00000017299 Phrf1 245925
ENSRNOG00000013963 Il6st 25205
ENSRNOG00000010807 Cox6c 54322
ENSRNOG00000047328 Olr1217 300540
ENSRNOG00000019203 Eya2 156826
ENSRNOG00000008966 Slco5a1 312907
ENSRNOG00000046926 Tmem247 682006
ENSRNOG00000059852 Rn5-8s 100861534
ENSRNOG00000045793 Olr1220 100912317
ENSRNOG00000045793 LOC100912317 100912317
ENSRNOG00000045793 LOC102554388 100912317
ENSRNOG00000045793 Olr1220 102554388
ENSRNOG00000045793 LOC100912317 102554388
ENSRNOG00000045793 LOC102554388 102554388
ENSRNOG00000016847 Bace1 29392
ENSRNOG00000008196 Parp12 362343
ENSRNOG00000015822 Klf13 499171
ENSRNOG00000035569 Mir181c 100314242
ENSRNOG00000022711 Slco4c1 432363
ENSRNOG00000042160 Tmem167b 108349010
ENSRNOG00000042160 LOC108349010 108349010
ENSRNOG00000042160 Tmem167b 499690
ENSRNOG00000042160 LOC108349010 499690
ENSRNOG00000012240 Supt6h 303281
ENSRNOG00000004135 RGD1311745 301079
ENSRNOG00000002202 Sowahb 289501
ENSRNOG00000009835 Tram1l1 310846
ENSRNOG00000050182 Olr1138 405970
ENSRNOG00000050182 LOC100911944 405970
ENSRNOG00000035583 Mir3546 100526565
ENSRNOG00000060550 Epn2 60443
ENSRNOG00000041381 Mir208b 100526635
ENSRNOG00000024780 MGC95210 287798
ENSRNOG00000027311 Nutm2f 306798
ENSRNOG00000057506  102552387
ENSRNOG00000005807 Ptpn7 246781
ENSRNOG00000010711 Dicer1 299284
ENSRNOG00000056324 LOC102548818 102548818
ENSRNOG00000017220 Tcirg1 293650
ENSRNOG00000005365 Kcnip1 65023
ENSRNOG00000049445 Klk15 292873
ENSRNOG00000001627 Abi3bp 363767
ENSRNOG00000056023 LOC102554931 102554931
ENSRNOG00000027797 Nit2 288174
ENSRNOG00000033694 Klf16 690820
ENSRNOG00000019132 Fv1 308568
ENSRNOG00000051600 Ly49i4 494208
ENSRNOG00000051600 Ly49i2 494208
ENSRNOG00000051600 Ly49s3 494208
ENSRNOG00000051600 Ly49i4 494204
ENSRNOG00000051600 Ly49i2 494204
ENSRNOG00000051600 Ly49s3 494204
ENSRNOG00000051600 Ly49i4 266768
ENSRNOG00000051600 Ly49i2 266768
ENSRNOG00000051600 Ly49s3 266768
ENSRNOG00000051600 Ly49i4 260324
ENSRNOG00000051600 Ly49i2 260324
ENSRNOG00000051600 Ly49s3 260324
ENSRNOG00000011914 Dtnb 362715
ENSRNOG00000007202 Sema3d 246262
ENSRNOG00000048104 Vom1r64 100312670
ENSRNOG00000048104 Vom1r64 100312751
ENSRNOG00000001680 Riox2 266670
ENSRNOG00000056132 Olr468 406045
ENSRNOG00000034107 LOC681282 681282
ENSRNOG00000030468 Olr475 404891
ENSRNOG00000030412 Olr1378 287086
ENSRNOG00000019407 Dmap1 298447
ENSRNOG00000047312 Noxred1 681924
ENSRNOG00000027942 Eps8l1 361503
ENSRNOG00000035487 Mir329 100313973
ENSRNOG00000040386 Mir758 100314176
ENSRNOG00000058007 Nde1 83836
ENSRNOG00000009660 Enpp6 306460
ENSRNOG00000017960 Deaf1 83632
ENSRNOG00000010008 Polr3a 361102
ENSRNOG00000047565 LOC100911186 100911186
ENSRNOG00000047565 Echs1 100911186
ENSRNOG00000012172 Spi1 366126
ENSRNOG00000052334 RGD1304745 300381
ENSRNOG00000035576 Mir27b 100314005
ENSRNOG00000051687  100910852
ENSRNOG00000052783 LOC102547039 102547039
ENSRNOG00000050245 Olr1530 405997
ENSRNOG00000019811 LOC100362432 100362432
ENSRNOG00000019811 Timm23 100362432
ENSRNOG00000019811 LOC100362432 54312
ENSRNOG00000019811 Timm23 54312
ENSRNOG00000030738 LOC100362040 100362040
ENSRNOG00000049034 Ptrh1 362113
ENSRNOG00000036666 Cybc1 619574
ENSRNOG00000001454 Eif4h 288599
ENSRNOG00000009681 Flot2 83764
ENSRNOG00000019216 Il12rb1 171333
ENSRNOG00000046478 Mir6324 102466624
ENSRNOG00000053805 Akain1 100362606
ENSRNOG00000028865 Kprp 432393
ENSRNOG00000016565 Zfp524 365179
ENSRNOG00000012790 Lrit1 246214
ENSRNOG00000020345 Slc25a42 689414
ENSRNOG00000011659 Alpk3 365298
ENSRNOG00000032828 Mapk8ip2 315220
ENSRNOG00000049298 LOC100909595 100909595
ENSRNOG00000049298 Slc2a3 100909595
ENSRNOG00000015850 Rbp7 362662
ENSRNOG00000002205 Ociad1 289590
ENSRNOG00000020110 B4gat1 108348085
ENSRNOG00000020110 LOC108348085 108348085
ENSRNOG00000020110 B4gat1 293667
ENSRNOG00000020110 LOC108348085 293667
ENSRNOG00000055598 Mir568 100314178
ENSRNOG00000005724 Map3k7 313121
ENSRNOG00000005724 LOC100910771 313121
ENSRNOG00000002714 Mettl22 287054
ENSRNOG00000009675 Cdc42bpb 113960
ENSRNOG00000018593 Txndc9 280671
ENSRNOG00000049874 P3r3urf 100911669
ENSRNOG00000003712 Ppp4r3b 360993
ENSRNOG00000013823 Cers3 499174
ENSRNOG00000017265 Tmem131 316335
ENSRNOG00000021170 Plekho1 310674
ENSRNOG00000000588 Slc16a10 170566
